Name,ISO3,Index Year,Womens Economic Freedom,Investment Freedom,Property Rights,Trade Freedom,Economic Freedom,Elections,Civil Liberties,Political Rights,Legislative Constraints on the Executive,Political Freedom,Bureaucracy,Corruption,Security,Clarity of the Law,Judicial Independence and Effectiveness,Legal Freedom,Freedom score,Freedom rank,Income,Health,Inequality,Environment,Minority Rights,Education,Productivity,Crime,Prosperity score,Prosperity rank
Sierra Leone,SLE,2022,52.7777777777778,63.1578947368421,39.8914518317503,59.0010405827263,53.7070412322741,83.1003671757812,84.3058799256582,88.053553038105,75.0259067357512,82.6214267188239,27.3935998697493,33.9439227396496,61.0606171577543,61.02670010326,68.6177785855972,50.4085236912021,62.2456638807667,,22.6942654951004,44.8481214973395,70.3271028037383,60.6647039483588,80.9470683029627,14.8298359621484,23.4384756167333,99.0395480225989,52.0986402061225,
Sierra Leone,SLE,2021,52.7777777777778,63.1578947368421,39.8914518317503,59.0010405827263,53.7070412322741,83.1003671757812,84.3058799256582,88.053553038105,75.0259067357512,82.6214267188239,27.3935998697493,33.9439227396496,61.0606171577543,61.02670010326,68.6177785855972,50.4085236912021,62.2456638807667,,22.6942654951004,44.8481214973395,70.3271028037383,60.6647039483588,80.9470683029627,14.8298359621484,23.4384756167333,99.0395480225989,52.0986402061225,
Sierra Leone,SLE,2020,52.7777777777778,63.1578947368421,39.8914518317503,59.0010405827263,53.7070412322741,83.7763942168628,81.0369152153722,86.096807415036,70.3626943005181,80.3182027869473,29.1729838338051,35.3188803918595,58.3377749902121,61.02670010326,68.9994324259669,50.5711543490207,61.532132789414,,22.5203536370314,44.8481214973395,70.3271028037383,60.6647039483588,80.9222759390108,14.8298359621484,23.4384756167333,99.0395480225989,52.0738021783699,
Sierra Leone,SLE,2019,52.7777777777778,63.1578947368421,37.8561736770692,60.9781477627471,53.6924984886091,82.91835989549,79.9926505379829,86.096807415036,67.8756476683938,79.2208663792257,26.9543166690827,33.6178035490274,63.3222524523605,60.0088508629591,55.8748291236397,47.9556105314139,60.2896584664162,,23.2524917068146,44.1575474012882,70.3271028037383,60.6647039483588,80.9222759390108,14.8298359621484,23.4384756167333,99.0395480225989,52.0789976750864,
Sierra Leone,SLE,2018,52.7777777777778,63.1578947368421,37.449118046133,53.7981269510926,51.7957293779614,81.5448095127452,81.7751663980155,87.9505664263645,63.6269430051812,78.7243713355766,26.5446258995989,32.6183350844578,62.665178376723,62.5460982445788,54.7127253773598,47.8173925965437,59.4458311033605,,22.7097846962485,43.4352442251481,70.3271028037383,59.3536037156784,90.4797322424693,14.3172689003371,24.6143602716377,99.0395480225989,53.034580609732,
Sierra Leone,SLE,2017,52.7777777777778,63.1578947368421,37.0420624151967,59.2091571279917,53.0467230144521,79.2772395799581,80.7588302483264,87.1266735324408,62.2797927461139,77.3606340267098,25.8181506600664,30.8174448239115,63.6661191951961,48.0011801150612,50.9372777024527,43.8480344993376,58.0851305134998,,22.4810665593429,42.6625478041611,74.2990654205607,58.3344478589946,90.4797322424693,13.8108551673252,20.6167261212627,99.1525423728814,52.7296229433747,
Sierra Leone,SLE,2016,52.7777777777778,57.8947368421053,36.2279511533243,59.6253902185224,51.6314639979324,79.2772395799581,81.7943719827631,84.6549948506694,43.1088082901554,72.2088536758865,25.8532997699833,25.1041445732779,61.1541839997484,42.6316565865172,48.0665873966727,40.5619744652399,54.8007640463529,,22.1291449620866,41.8207939735689,74.2990654205607,57.06814414817,90.4797322424693,13.3117945932914,20.1095076693007,99.2090395480226,52.3034028196838,
Sierra Leone,SLE,2015,52.7777777777778,57.8947368421053,36.2279511533243,55.0468262226847,50.486822998973,79.2772395799581,81.7943719827631,84.6549948506694,43.1088082901554,72.2088536758865,24.6632342217092,25.6051895948193,62.3165511534176,42.6316565865172,49.8326021423635,41.0098467397654,54.5685078048749,,21.4598039693953,40.8819864862343,74.2990654205607,55.1376367822471,90.4797322424693,12.8180815189137,19.9264155225432,99.2655367231638,51.7835323331909,
Sierra Leone,SLE,2014,52.7777777777778,57.8947368421053,38.6702849389417,59.0010405827263,52.0859600353878,79.2772395799581,81.7943719827631,84.6549948506694,43.1088082901554,72.2088536758865,24.5576206560792,22.1304762827174,62.2857169070736,42.6316565865172,49.8326021423635,40.2876145149502,54.8608094087415,,26.0091321787396,39.819995511496,74.2990654205607,53.3201939776306,90.4797322424693,12.456902523221,24.4626443673241,99.3220338983051,52.5212125149683,
Sierra Leone,SLE,2013,52.7777777777778,57.8947368421053,38.9416553595658,65.5567117585848,53.7927204345084,79.2772395799581,81.7943719827631,84.6549948506694,43.1088082901554,72.2088536758865,25.1438221491218,22.9566474417575,60.8546958866745,42.6316565865172,49.8326021423635,40.2838848412869,55.4284863172273,,25.603894765229,38.6236225504991,74.2990654205607,51.0071311881329,90.4797322424693,12.099359823829,24.4605338908916,99.3220338983051,51.9869217224896,
Sierra Leone,SLE,2012,52.7777777777778,47.3684210526316,38.9416553595658,66.0770031217482,51.2912143279308,79.0227349722154,84.4077922947657,86.302780638517,41.1398963730569,72.7183010696388,25.0906853391933,21.918406995671,58.724177416128,53.1936863844224,54.9853077501332,42.7824527771096,55.5973227248931,,22.6133116698403,37.2928676032436,74.2990654205607,48.5165707283882,90.4797322424693,11.745453430148,16.0305148372581,99.3785310734463,50.0445058756693,
Sierra Leone,SLE,2011,52.7777777777778,47.3684210526316,37.5848032564451,63.6836628511967,50.3536662345128,79.5952583797374,84.4077922947657,87.8475798146241,41.1398963730569,73.247631715546,25.7029785313695,24.1434549012892,60.9817130330751,53.1936863844224,54.9853077501332,43.8014281200579,55.8009086900389,,20.4718855780868,35.8295970862053,74.2990654205607,46.147145243176,90.4797322424693,11.3951833328705,14.6588031029372,99.4350282485876,49.0895550318617,
Sierra Leone,SLE,2010,52.7777777777778,42.1052631578947,36.2279511533243,63.9958376690947,48.7767074395229,79.5952583797374,84.4077922947657,87.8475798146241,41.1398963730569,73.247631715546,25.3288769079539,25.9546503015871,59.6008655082227,53.1936863844224,54.9853077501332,43.8126773704639,55.2790055085109,,19.7783128569424,34.2394102488116,59.8130841121495,43.6351122955435,90.4797322424693,11.0485495412013,14.4327973193678,99.4915254237288,46.6148155050268,
Sierra Leone,SLE,2009,41.6666666666667,31.5789473684211,36.0922659430122,62.6430801248699,42.9952400257425,79.5952583797374,80.6570181451513,87.8475798146241,43.5233160621761,72.9057931004222,25.6255052776224,22.2637170400696,58.5402351359207,54.831096031863,52.6676791334166,42.7856465237785,52.8955598833144,,19.2456869479828,32.5335055899174,59.8130841121495,41.9498609167182,90.4797322424693,10.3515637314644,16.5376113177274,99.5480225988701,46.3073834321624,
Sierra Leone,SLE,2008,30.5555555555556,31.5789473684211,21.5739484396201,64.0998959417274,36.952086826331,79.751264619987,80.6570181451513,87.8475798146241,43.5233160621761,72.9447946604846,26.4062271960432,21.4276316963486,59.5368138714181,54.831096031863,52.6676791334166,42.9738895858179,50.9569236908778,,19.0843768546659,30.7417457731358,59.8130841121495,39.0544793137142,90.4797322424693,9.67510841399941,16.4693608754081,99.5480225988701,45.6082387730515,
Sierra Leone,SLE,2007,30.5555555555556,31.5789473684211,21.438263229308,60.9781477627471,36.1377284790079,81.0402786932146,80.6570181451513,87.8475798146241,43.5233160621761,73.2670481787915,26.4440678604195,22.7882384368226,63.1454293588776,54.831096031863,56.8695762869567,44.8156815949879,51.4068194175958,,18.5649548892096,28.8977262950313,59.8130841121495,35.4176024414291,90.4797322424693,9.01918358018997,15.910319323516,99.5480225988701,44.7063281853581,
Sierra Leone,SLE,2006,30.5555555555556,31.5789473684211,17.5033921302578,60.7700312174818,35.1019815679291,82.4173064187004,80.6570181451513,87.8475798146241,43.5233160621761,73.611305110163,27.5602171138371,20.3472934262198,58.2597439911279,54.831096031863,56.2074202123205,43.4411541550737,50.7181469443886,,17.6576064038246,27.0257105697897,59.8130841121495,32.8918090191432,90.4797322424693,8.38378923441664,15.4143314891375,99.6045197740113,43.9088228556177,
Sierra Leone,SLE,2005,30.5555555555556,31.5789473684211,16.9606512890095,62.0187304890739,35.278471175515,82.4173064187004,80.6570181451513,87.8475798146241,43.5233160621761,73.611305110163,22.4865660629941,18.9909926403729,54.6520747165733,54.831096031863,56.094846020668,41.4111150944943,50.1002971267241,,17.4888308986524,25.1312978468383,59.8130841121495,30.9852004914243,90.4797322424693,7.78304639770834,15.7189016983623,99.6610169491525,43.3826388295946,
Sierra Leone,SLE,2004,30.5555555555556,31.5789473684211,16.6892808683853,53.7981269510926,33.1554776858636,82.4173064187004,81.1002675973934,87.8475798146241,43.5233160621761,73.7221174732235,26.9093914226686,23.6550430411564,53.9704888617534,54.831096031863,58.4089343081249,43.5549907331133,50.1441952974001,,17.3832630299798,23.1995567943705,59.8130841121495,29.4333542517356,90.4797322424693,7.21521848338533,16.4397920287181,99.6610169491525,42.9531272364951,
Sierra Leone,SLE,2003,30.5555555555556,31.5789473684211,16.146540027137,53.6940686784599,32.9937779073934,82.4173064187004,81.1002675973934,87.4356333676621,43.5233160621761,73.619130861483,22.3831331209588,23.3951818806083,42.5010627754735,54.831096031863,58.4089343081249,40.3038816234057,48.972263464094,,17.0213538734085,21.2435523277173,59.8130841121495,28.1999500508289,90.4797322424693,6.67865167117718,17.3090274148649,99.6610169491525,42.550796080221,
Sierra Leone,SLE,2002,30.5555555555556,31.5789473684211,25.9158751696065,49.4276795005203,34.3695143985259,77.4192057854553,76.1155639219562,84.9639546858908,43.5233160621761,70.5055101138696,16.8432075408506,25.7565723021001,50.3935847437841,55.789939519103,57.1370139636335,41.1840636138943,48.6863627087632,,16.2510409000897,19.296879943443,59.8130841121495,25.5061837627714,90.4797322424693,6.17177108405392,17.2588731067198,99.7175141242938,41.8118849094988,
Sierra Leone,SLE,2001,30.5555555555556,31.5789473684211,25.1017639077341,28.7200832466181,28.9890875195822,42.8497139885595,38.8487376467834,75.4891864057672,18.5492227979274,43.9342152097594,17.2700279398509,26.9599946710235,26.5571425644056,48.369966071692,39.9207771470287,31.8155816788001,34.9129614693806,,12.8120549979779,17.4173985522981,59.8130841121495,22.9434300291399,86.3394074625016,5.69307713406283,14.1759345962245,99.7175141242938,39.863987626081,
Sierra Leone,SLE,2000,30.5555555555556,31.5789473684211,24.8303934871099,37.0447450572321,31.0024103670796,42.8497139885595,38.8487376467834,75.4891864057672,18.5492227979274,43.9342152097594,17.2700279398509,26.9599946710235,26.5571425644056,48.369966071692,39.9207771470287,31.8155816788001,35.584069085213,,14.6475268911676,15.6853640627426,59.8130841121495,20.0704953555875,86.3394074625016,5.27611094343826,11.5888674927739,99.7175141242938,39.1422963055818,
Sierra Leone,SLE,1999,30.5555555555556,52.6315789473684,2.17096336499322,56.0874089490114,35.3613767042322,42.8497139885595,34.0880854461588,74.4593202883624,18.5492227979274,42.486585630252,18.5614900406373,27.2300887740452,20.3916569886698,48.369966071692,37.9110252041092,30.4928454158307,36.1136025834383,,13.9737437878194,14.1791659667605,59.8130841121495,17.9169707253699,80.9346721209867,4.89336142956166,8.56678444084609,99.774011299435,37.5064742353661,
Sierra Leone,SLE,1998,30.5555555555556,52.6315789473684,2.17096336499322,56.0874089490114,35.3613767042322,42.8497139885595,30.374868735696,69.8249227600411,18.5492227979274,40.399682070556,18.5614900406373,27.2300887740452,20.3916569886698,45.2574125977283,34.6144929726709,29.2110282747503,34.9906956831795,,14.6636065207953,12.958529591578,59.8130841121495,15.4036173389836,80.9346721209867,4.52301216796826,11.7991657505657,99.774011299435,37.4837123628078,
Sierra Leone,SLE,1997,30.5555555555556,52.6315789473684,2.17096336499322,56.0874089490114,35.3613767042322,47.6183100008904,26.6072483916374,64.2636457260556,18.5492227979274,39.2596067291277,21.3411715180244,26.5103990643232,30.0312676714405,46.8505679303731,24.3261788073758,29.8119169983074,34.8109668105558,,14.5357622135331,12.0551840172839,59.8130841121495,13.8376451763415,80.9346721209867,4.16506316469562,13.453885536689,99.774011299435,37.3211634551393,
Sierra Leone,SLE,1996,30.5555555555556,52.6315789473684,2.17096336499322,56.0874089490114,35.3613767042322,51.409351206875,25.3736934361791,69.8249227600411,26.5284974093263,43.2841162031054,21.3411715180244,26.5103990643232,30.0312676714405,49.2845552441363,38.8538959396229,33.2042578875094,37.283250264949,,15.7214892469159,11.4915262415881,59.8130841121495,13.7307420653404,80.9346721209867,3.81951441667257,17.2043185845767,99.7175141242938,37.8041076140655,
Sierra Leone,SLE,1995,30.5555555555556,52.6315789473684,2.17096336499322,56.0874089490114,35.3613767042322,39.5215808632345,21.8085255973688,45.7260556127703,26.5284974093263,33.396164870675,21.3411715180244,26.5103990643232,30.0312676714405,46.3195161528248,11.649949634571,27.1704608082368,31.9760007943813,,15.4446198011777,11.2843540127727,59.8130841121495,12.0428332106741,80.9346721209867,3.48636592208879,23.0323900126629,99.4350282485876,38.1841684301375,
